ncbi_id	Size	GC	Not_ACGT	seq_id_version	seq_desc	seq_type	seq_base	Release_Date	Species	Genus	Family	Sequence_Type	Nuc_Completeness	Genotype	Segment	Authors	Publications	Geo_Location	Host	Isolation_Source	Collection_Date	BioSample	GenBank_Title
MH726366	28038	41.79	0	MH726366.1	"Porcine epidemic diarrhea virus isolate GDS24, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	6/4/2012		"Porcine epidemic diarrhea virus isolate GDS24, complete genome"
MH726367	28038	41.79	0	MH726367.1	"Porcine epidemic diarrhea virus isolate GDS26, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	9/17/2012		"Porcine epidemic diarrhea virus isolate GDS26, complete genome"
MH726368	28038	41.79	0	MH726368.1	"Porcine epidemic diarrhea virus isolate GDS22, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	9/23/2012		"Porcine epidemic diarrhea virus isolate GDS22, complete genome"
MH726369	28038	41.77	0	MH726369.1	"Porcine epidemic diarrhea virus isolate GDS30, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	8/21/2014		"Porcine epidemic diarrhea virus isolate GDS30, complete genome"
MH726370	28038	41.74	0	MH726370.1	"Porcine epidemic diarrhea virus isolate GDS07, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	3/12/2014		"Porcine epidemic diarrhea virus isolate GDS07, complete genome"
MH726371	28038	41.75	0	MH726371.1	"Porcine epidemic diarrhea virus isolate GDS21, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	1/9/2014		"Porcine epidemic diarrhea virus isolate GDS21, complete genome"
MH726372	28038	41.71	0	MH726372.1	"Porcine epidemic diarrhea virus isolate GDS28, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	12/13/2012		"Porcine epidemic diarrhea virus isolate GDS28, complete genome"
MH726373	28038	41.78	0	MH726373.1	"Porcine epidemic diarrhea virus isolate GDS13, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	6/15/2012		"Porcine epidemic diarrhea virus isolate GDS13, complete genome"
MH726374	28038	41.8	0	MH726374.1	"Porcine epidemic diarrhea virus isolate GDS11, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	6/7/2014		"Porcine epidemic diarrhea virus isolate GDS11, complete genome"
MH726375	28038	41.71	0	MH726375.1	"Porcine epidemic diarrhea virus isolate GDS19, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	6/4/2012		"Porcine epidemic diarrhea virus isolate GDS19, complete genome"
MH726376	28038	41.75	0	MH726376.1	"Porcine epidemic diarrhea virus isolate GDS18, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	3/24/2014		"Porcine epidemic diarrhea virus isolate GDS18, complete genome"
MH726377	28038	41.74	0	MH726377.1	"Porcine epidemic diarrhea virus isolate GDS29, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	7/11/2014		"Porcine epidemic diarrhea virus isolate GDS29, complete genome"
MH726378	28038	41.74	0	MH726378.1	"Porcine epidemic diarrhea virus isolate GDS34, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	7/28/2014		"Porcine epidemic diarrhea virus isolate GDS34, complete genome"
MH726379	28038	41.73	0	MH726379.1	"Porcine epidemic diarrhea virus isolate GDS33, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	7/28/2014		"Porcine epidemic diarrhea virus isolate GDS33, complete genome"
MH726380	28038	41.69	0	MH726380.1	"Porcine epidemic diarrhea virus isolate GDS27, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	6/6/2014		"Porcine epidemic diarrhea virus isolate GDS27, complete genome"
MH726381	28038	41.8	0	MH726381.1	"Porcine epidemic diarrhea virus isolate GDS43, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	5/6/2015		"Porcine epidemic diarrhea virus isolate GDS43, complete genome"
MH726382	28038	41.72	0	MH726382.1	"Porcine epidemic diarrhea virus isolate GDS47, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	5/18/2016		"Porcine epidemic diarrhea virus isolate GDS47, complete genome"
MH726383	28038	41.83	0	MH726383.1	"Porcine epidemic diarrhea virus isolate GDS50, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/27/2017		"Porcine epidemic diarrhea virus isolate GDS50, complete genome"
MH726384	28038	41.75	0	MH726384.1	"Porcine epidemic diarrhea virus isolate GDS06, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS06, complete genome"
MH726385	28038	41.78	0	MH726385.1	"Porcine epidemic diarrhea virus isolate GDS08, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS08, complete genome"
MH726386	28038	41.78	0	MH726386.1	"Porcine epidemic diarrhea virus isolate GDS16, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	5/25/2011		"Porcine epidemic diarrhea virus isolate GDS16, complete genome"
MH726387	28038	41.72	0	MH726387.1	"Porcine epidemic diarrhea virus isolate GDS12, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS12, complete genome"
MH726388	28038	41.7	0	MH726388.1	"Porcine epidemic diarrhea virus isolate GDS36, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS36, complete genome"
MH726389	28038	41.68	0	MH726389.1	"Porcine epidemic diarrhea virus isolate GDS39, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS39, complete genome"
MH726390	28038	41.64	0	MH726390.1	"Porcine epidemic diarrhea virus isolate GDS40, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/10/2011		"Porcine epidemic diarrhea virus isolate GDS40, complete genome"
MH726391	28038	41.75	0	MH726391.1	"Porcine epidemic diarrhea virus isolate GDS15, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	7/15/2012		"Porcine epidemic diarrhea virus isolate GDS15, complete genome"
MH726392	28038	41.74	0	MH726392.1	"Porcine epidemic diarrhea virus isolate GDS44, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	7/2/2013		"Porcine epidemic diarrhea virus isolate GDS44, complete genome"
MH726393	28038	41.76	0	MH726393.1	"Porcine epidemic diarrhea virus isolate GDS14, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	3/10/2011		"Porcine epidemic diarrhea virus isolate GDS14, complete genome"
MH726394	28038	41.75	0	MH726394.1	"Porcine epidemic diarrhea virus isolate GDS31, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	12/8/2015		"Porcine epidemic diarrhea virus isolate GDS31, complete genome"
MH726395	28038	41.76	0	MH726395.1	"Porcine epidemic diarrhea virus isolate GDS32, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/6/2013		"Porcine epidemic diarrhea virus isolate GDS32, complete genome"
MH726396	28038	41.77	0	MH726396.1	"Porcine epidemic diarrhea virus isolate GDS35, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	12/7/2013		"Porcine epidemic diarrhea virus isolate GDS35, complete genome"
MH726397	28038	41.77	0	MH726397.1	"Porcine epidemic diarrhea virus isolate GDS38, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	10/20/2012		"Porcine epidemic diarrhea virus isolate GDS38, complete genome"
MH726398	28038	41.78	0	MH726398.1	"Porcine epidemic diarrhea virus isolate GDS37, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	5/25/2011		"Porcine epidemic diarrhea virus isolate GDS37, complete genome"
MH726399	28038	41.76	0	MH726399.1	"Porcine epidemic diarrhea virus isolate GDS42, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	9/25/2011		"Porcine epidemic diarrhea virus isolate GDS42, complete genome"
MH726400	28038	41.77	0	MH726400.1	"Porcine epidemic diarrhea virus isolate GDS45, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	4/26/2011		"Porcine epidemic diarrhea virus isolate GDS45, complete genome"
MH726401	28038	41.76	0	MH726401.1	"Porcine epidemic diarrhea virus isolate GDS41, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	11/27/2011		"Porcine epidemic diarrhea virus isolate GDS41, complete genome"
MH726402	28038	41.71	0	MH726402.1	"Porcine epidemic diarrhea virus isolate GDS46, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	5/6/2016		"Porcine epidemic diarrhea virus isolate GDS46, complete genome"
MH726403	28038	41.63	0	MH726403.1	"Porcine epidemic diarrhea virus isolate GDS51, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/24/2017		"Porcine epidemic diarrhea virus isolate GDS51, complete genome"
MH726404	28038	41.64	0	MH726404.1	"Porcine epidemic diarrhea virus isolate GDS53, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	12/17/2017		"Porcine epidemic diarrhea virus isolate GDS53, complete genome"
MH726405	28038	41.63	0	MH726405.1	"Porcine epidemic diarrhea virus isolate GDS48, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	12/6/2016		"Porcine epidemic diarrhea virus isolate GDS48, complete genome"
MH726406	28038	41.72	0	MH726406.1	"Porcine epidemic diarrhea virus isolate GDS49, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/25/2017		"Porcine epidemic diarrhea virus isolate GDS49, complete genome"
MH726407	28038	41.71	0	MH726407.1	"Porcine epidemic diarrhea virus isolate GDS52, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	2/25/2017		"Porcine epidemic diarrhea virus isolate GDS52, complete genome"
MH726408	28026	41.87	0	MH726408.1	"Porcine epidemic diarrhea virus isolate GDS09, complete genome"	linear	RNA	2019-09-30T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Gong,L."		China	Sus scrofa	abdominal cavity	8/1/2014		"Porcine epidemic diarrhea virus isolate GDS09, complete genome"
MH734114	30033	41.13	0	MH734114.1	"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1215/2018, complete genome"	linear	RNA	2019-01-03T00:00:00Z	Middle East respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Ommeh,S., Zhang,W., Zohaib,A., Chen,J., Zhang,H., Hu,B., Ge,X.Y., Yang,X.L., Masika,M., Obanda,V., Luo,Y., Li,S., Waruhiu,C., Li,B., Zhu,Y., Ouma,D., Odendo,V., Wang,L.F., Anderson,D.E., Lichoti,J., Mungube,E., Gakuya,F., Zhou,P., Ngeiywa,K.J., Yan,B., Agwanda,B., Shi,Z.L., Ge,X.-Y., Yang,X.-L., Wang,L.-F., Ngeiywa,K.-J., Shi,Z.-L."	30570714	Kenya	Camelus dromedarius		3/13/2018		"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1215/2018, complete genome"
MH734115	30033	41.13	0	MH734115.1	"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1272/2018, complete genome"	linear	RNA	2019-01-03T00:00:00Z	Middle East respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Ommeh,S., Zhang,W., Zohaib,A., Chen,J., Zhang,H., Hu,B., Ge,X.Y., Yang,X.L., Masika,M., Obanda,V., Luo,Y., Li,S., Waruhiu,C., Li,B., Zhu,Y., Ouma,D., Odendo,V., Wang,L.F., Anderson,D.E., Lichoti,J., Mungube,E., Gakuya,F., Zhou,P., Ngeiywa,K.J., Yan,B., Agwanda,B., Shi,Z.L., Ge,X.-Y., Yang,X.-L., Wang,L.-F., Ngeiywa,K.-J., Shi,Z.-L."	30570714	Kenya	Camelus dromedarius		3/13/2018		"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1272/2018, complete genome"
MH748550	28045	41.69	2	MH748550.1	"Porcine epidemic diarrhea virus strain PEDV JS-A, complete genome"	linear	RNA	2019-01-08T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Qian,S., Han,Y., Zhang,W., Li,Z."		China	Sus scrofa		11/10/2017		"Porcine epidemic diarrhea virus strain PEDV JS-A, complete genome"
MH779856	27603	38.13	1	MH779856.1	"Infectious bronchitis virus isolate ArkGA_P1, complete genome"	linear	RNA	2018-09-24T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Arkansas		"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N."	30197283	USA	Gallus gallus		2014		"Infectious bronchitis virus isolate ArkGA_P1, complete genome"
MH779857	27603	38.14	0	MH779857.1	"Infectious bronchitis virus isolate ArkGA_P20, complete genome"	linear	RNA	2018-09-24T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Arkansas		"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N."	30197283	USA	Gallus gallus		2015		"Infectious bronchitis virus isolate ArkGA_P20, complete genome"
MH779858	27603	38.14	0	MH779858.1	"Infectious bronchitis virus isolate ArkGA_P40, complete genome"	linear	RNA	2018-09-24T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Arkansas		"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N."	30197283	USA	Gallus gallus		2016		"Infectious bronchitis virus isolate ArkGA_P40, complete genome"
MH779859	27603	38.12	0	MH779859.1	"Infectious bronchitis virus isolate ArkGA_P60, complete genome"	linear	RNA	2018-09-24T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Arkansas		"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N."	30197283	USA	Gallus gallus		2016		"Infectious bronchitis virus isolate ArkGA_P60, complete genome"
MH779860	27603	38.14	0	MH779860.1	"Infectious bronchitis virus isolate Ark99_pathogenic_field_virus, complete genome"	linear	RNA	2018-09-24T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Arkansas		"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N."	30197283	USA	Gallus gallus		2014		"Infectious bronchitis virus isolate Ark99_pathogenic_field_virus, complete genome"
MH810163	31032	37.1	0	MH810163.1	"Yak coronavirus strain YAK/HY24/CH/2017, complete genome"	linear	RNA	2019-01-13T00:00:00Z	Betacoronavirus 1	Betacoronavirus	Coronaviridae	GenBank	complete			"He,Q.F., Guo,Z.J."		China	Bos grunniens		2017		"Yak coronavirus strain YAK/HY24/CH/2017, complete genome"
MH817484	29137	38.71	0	MH817484.1	"Feline Alphacoronavirus 1 strain FCoV-SB22, complete genome"	linear	RNA	2018-10-09T00:00:00Z	Feline alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Barros,B.C.V., Castro,C.M.O., Pereira,D., Ribeiro,L.G., Junior,J.W.D., Casseb,S.M.M., Holanda,G.M., Cruz,A.C.R., Junior,E.C.S., Mascarenhas,J.D.P."		Brazil	Felis catus		2015		"Feline Alphacoronavirus 1 strain FCoV-SB22, complete genome"
MH822886	30079	41.12	2	MH822886.1	"Middle East respiratory syndrome-related coronavirus strain MERS-CoV_England-KSA/1/2018(sputum), complete genome"	linear	RNA	2018-10-19T00:00:00Z	Middle East respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Galiano,M., Myers,R., Ellis,J., Gopal,R., Zambon,M."		United Kingdom	Homo sapiens	"lung, oronasopharynx"	8/22/2018		"Middle East respiratory syndrome-related coronavirus strain MERS-CoV_England-KSA/1/2018(sputum), complete genome"
MH878976	27467	38.1	0	MH878976.1	"Infectious bronchitis virus isolate VFAR-047, complete genome"	linear	RNA	2018-11-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Tataje-Lavanda,L., Izquierdo-Lara,R., Ormeno-Vasquez,P., Huaman-Gutierrez,K., Zimic-Peralta,M., Fernandez-Diaz,M., Fernandez-Sanchez,M."	30714035	Peru	Gallus gallus	allantoic fluid	2/22/2014		"Infectious bronchitis virus isolate VFAR-047, complete genome"
MH891584	28027	41.71	1	MH891584.1	"Porcine epidemic diarrhea virus isolate S12, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea: Seoul	Sus scrofa		2/6/2018		"Porcine epidemic diarrhea virus isolate S12, complete genome"
MH891585	28027	41.68	1	MH891585.1	"Porcine epidemic diarrhea virus isolate S14, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea: Seoul	Sus scrofa		2/7/2018		"Porcine epidemic diarrhea virus isolate S14, complete genome"
MH891586	28024	41.66	0	MH891586.1	"Porcine epidemic diarrhea virus isolate S97, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea	Sus scrofa		4/18/2018		"Porcine epidemic diarrhea virus isolate S97, complete genome"
MH891587	28024	41.7	0	MH891587.1	"Porcine epidemic diarrhea virus isolate S100, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea	Sus scrofa		4/19/2018		"Porcine epidemic diarrhea virus isolate S100, complete genome"
MH891588	28024	41.68	0	MH891588.1	"Porcine epidemic diarrhea virus isolate Y178, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea	Sus scrofa		2/21/2017		"Porcine epidemic diarrhea virus isolate Y178, complete genome"
MH891589	28024	41.64	0	MH891589.1	"Porcine epidemic diarrhea virus isolate S6, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea	Sus scrofa		1/19/2018		"Porcine epidemic diarrhea virus isolate S6, complete genome"
MH891590	28024	41.69	0	MH891590.1	"Porcine epidemic diarrhea virus isolate S10, complete genome"	linear	RNA	2019-05-15T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chung,H.C., Nguyen,V.G., Park,B.K."		South Korea	Sus scrofa		2/6/2018		"Porcine epidemic diarrhea virus isolate S10, complete genome"
MH910099	28035	41.76	0	MH910099.1	"UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-2013, complete genome"	linear	RNA	2019-05-11T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Shan,T., Tong,G."		China	Sus scrofa	feces	1/2/2013		"UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-2013, complete genome"
MH924835	27639	38.22	0	MH924835.1	"Infectious bronchitis virus strain gammaCoV/ck/China/I0636/16, complete genome"	linear	RNA	2018-11-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,L., Ma,T., Ren,M., Sheng,J., Han,Z., Liu,S."		China	Gallus		2016		"Infectious bronchitis virus strain gammaCoV/ck/China/I0636/16, complete genome"
MH938448	27862	42.41	0	MH938448.1	"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011, complete genome"	linear	RNA	2018-12-04T00:00:00Z	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011	Alphacoronavirus	Coronaviridae	GenBank	complete			"De Sabato,L., Lelli,D., Faccin,F., Canziani,S., Di Bartolo,I., Vaccari,G., Moreno,A."	30447246	Italy	Pipistrellus kuhlii		2011		"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011, complete genome"
MH938449	28128	40.41	4	MH938449.1	"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015, complete genome"	linear	RNA	2018-12-04T00:00:00Z	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	Alphacoronavirus	Coronaviridae	GenBank	complete			"De Sabato,L., Lelli,D., Faccin,F., Canziani,S., Di Bartolo,I., Vaccari,G., Moreno,A."	30447246	Italy	Pipistrellus kuhlii	feces	2015		"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015, complete genome"
MH938450	28146	40.31	1	MH938450.1	"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010, complete genome"	linear	RNA	2018-12-04T00:00:00Z	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010	Alphacoronavirus	Coronaviridae	GenBank	complete			"De Sabato,L., Lelli,D., Faccin,F., Canziani,S., Di Bartolo,I., Vaccari,G., Moreno,A."	30447246	Italy	Pipistrellus kuhlii	feces	2010		"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010, complete genome"
MH940245	29811	32.02	0	MH940245.1	"Human coronavirus HKU1 isolate SI17244, complete genome"	linear	RNA	2018-10-29T00:00:00Z	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	GenBank	complete			"Joyjinda,Y., Rodpan,A., Chartpituck,P., Yaemsakul,S., Suthum,K., Cheun-Arom,T., Bunprakob,S., Hemachudha,T., Wacharapluesadee,S."		Thailand	Homo sapiens		6/4/2017		"Human coronavirus HKU1 isolate SI17244, complete genome"
